dc_id,sku_id,category,physical_stock,in_transit_stock,effective_stock,avg_daily_sales,sales_trend_7d,projected_daily_sales,hourly_sales,safety_stock,stock_to_sales_ratio,days_of_cover,day_of_week,is_weekend,hour_of_day,lead_time_hours,projected_48h_sales,expected_stock_at_48h,hours_until_shortage,will_shortage
DC-01,SKU-010,reefer,7,0,7,34.35,1.019,35.0,1.4582,17,0.2,0.2,3,0,4,12,69.99,-62.99,0.0,1
DC-03,SKU-011,cardiac,213,101,314,98.51,0.767,75.53,3.1471,37,4.157,4.16,3,0,23,36,151.06,162.94,48.0,0
DC-02,SKU-007,antiviral,313,96,409,111.24,0.633,70.38,2.9325,35,5.811,5.81,4,0,18,18,140.76,268.24,48.0,0
DC-01,SKU-011,cardiac,27,0,27,62.48,1.014,63.33,2.6388,31,0.426,0.43,5,1,19,24,126.66,-99.66,0.0,1
DC-02,SKU-004,reefer,103,52,155,29.21,1.118,32.66,1.3608,16,4.746,4.75,6,1,14,6,65.32,89.68,48.0,0
DC-03,SKU-007,antiviral,1,16,17,9.64,0.975,9.4,0.3915,4,1.809,1.81,5,1,8,24,18.79,-1.79,33.21,1
DC-02,SKU-015,cardiac,140,41,181,49.87,1.361,67.87,2.8281,33,2.667,2.67,2,0,1,6,135.75,45.25,48.0,0
DC-03,SKU-006,antibiotic,471,0,471,119.24,1.319,157.22,6.5508,78,2.996,3.0,3,0,7,48,314.44,156.56,48.0,0
DC-02,SKU-008,antiviral,138,194,332,40.49,0.611,24.72,1.03,12,13.431,13.43,3,0,4,18,49.44,282.56,48.0,0
DC-03,SKU-012,antiviral,15,7,22,9.06,1.036,9.39,0.3913,4,2.343,2.34,2,0,11,12,18.78,3.22,46.0,1
DC-03,SKU-010,reefer,454,142,596,90.19,1.412,127.34,5.3057,63,4.68,4.68,4,0,14,24,254.68,341.32,48.0,0
DC-03,SKU-013,reefer,97,51,148,52.23,1.234,64.42,2.6843,32,2.297,2.3,4,0,22,24,128.85,19.15,43.21,1
DC-04,SKU-009,antiviral,150,10,160,40.86,1.132,46.26,1.9276,23,3.459,3.46,2,0,6,12,92.53,67.47,48.0,0
DC-03,SKU-001,cardiac,11,30,41,42.18,1.307,55.12,2.2968,27,0.744,0.74,3,0,22,6,110.24,-69.24,6.1,1
DC-05,SKU-006,antibiotic,84,28,112,20.06,0.742,14.88,0.6199,7,7.528,7.53,0,0,1,12,29.76,82.24,48.0,0
DC-03,SKU-007,antiviral,394,0,394,96.21,0.603,58.01,2.417,29,6.792,6.79,5,1,22,24,116.02,277.98,48.0,0
DC-03,SKU-010,reefer,42,4,46,18.79,0.799,15.01,0.6254,7,3.065,3.06,5,1,23,12,30.02,15.98,48.0,0
DC-01,SKU-003,antiviral,126,95,221,61.54,1.14,70.17,2.9238,35,3.149,3.15,6,1,6,24,140.34,80.66,48.0,0
DC-02,SKU-001,cardiac,254,0,254,119.27,1.287,153.46,6.3944,76,1.655,1.66,0,0,18,36,306.93,-52.93,27.84,1
DC-02,SKU-007,antiviral,106,14,120,27.65,0.998,27.59,1.1497,13,4.349,4.35,2,0,23,36,55.19,64.81,48.0,0
DC-04,SKU-003,antiviral,369,33,402,85.39,0.624,53.27,2.2194,26,7.547,7.55,4,0,12,18,106.53,295.47,48.0,0
DC-01,SKU-004,reefer,238,0,238,108.84,0.765,83.29,3.4703,41,2.858,2.86,5,1,17,24,166.57,71.43,48.0,0
DC-03,SKU-010,reefer,52,18,70,65.13,1.133,73.8,3.0749,36,0.949,0.95,2,0,16,24,147.6,-77.6,11.06,1
DC-04,SKU-001,cardiac,445,6,451,102.75,1.106,113.61,4.734,56,3.97,3.97,0,0,0,18,227.23,223.77,48.0,0
DC-01,SKU-003,antiviral,350,32,382,77.93,0.785,61.19,2.5495,30,6.243,6.24,0,0,12,18,122.38,259.62,48.0,0
DC-02,SKU-007,antiviral,52,0,52,15.28,0.925,14.13,0.5888,7,3.68,3.68,1,0,6,6,28.26,23.74,48.0,1
DC-01,SKU-013,reefer,209,5,214,70.77,1.055,74.66,3.1107,37,2.866,2.87,4,0,4,12,149.32,64.68,48.0,0
DC-03,SKU-006,antibiotic,233,185,418,93.91,1.472,138.25,5.7604,69,3.024,3.02,3,0,13,12,276.5,141.5,48.0,0
DC-05,SKU-008,antiviral,145,7,152,35.91,1.458,52.34,2.181,26,2.904,2.9,6,1,16,12,104.69,47.31,48.0,0
DC-04,SKU-004,reefer,0,239,239,81.93,1.422,116.52,4.855,58,2.051,2.05,2,0,14,36,233.04,5.96,37.28,1
DC-05,SKU-006,antibiotic,229,0,229,93.91,1.253,117.7,4.904,58,1.946,1.95,6,1,12,36,235.39,-6.39,34.87,1
DC-05,SKU-009,antiviral,47,18,65,23.86,0.998,23.8,0.9918,11,2.731,2.73,5,1,1,24,47.61,17.39,48.0,0
DC-03,SKU-012,antiviral,110,0,110,35.56,0.86,30.58,1.2742,15,3.597,3.6,1,0,13,18,61.16,48.84,48.0,0
DC-03,SKU-011,cardiac,249,0,249,97.57,1.108,108.13,4.5056,54,2.303,2.3,6,1,15,18,216.27,32.73,43.28,1
DC-03,SKU-013,reefer,115,0,115,28.93,1.437,41.57,1.732,20,2.767,2.77,1,0,0,24,83.14,31.86,48.0,0
DC-01,SKU-007,antiviral,157,3,160,42.42,1.36,57.69,2.4037,28,2.773,2.77,2,0,0,36,115.38,44.62,48.0,0
DC-03,SKU-009,antiviral,556,0,556,114.5,1.389,159.03,6.6263,79,3.496,3.5,6,1,15,6,318.06,237.94,48.0,0
DC-02,SKU-005,reefer,81,17,98,31.69,0.863,27.35,1.1397,13,3.583,3.58,3,0,22,18,54.7,43.3,48.0,0
DC-05,SKU-002,reefer,32,0,32,11.5,1.45,16.67,0.6948,8,1.919,1.92,6,1,9,12,33.35,-1.35,34.54,1
DC-01,SKU-002,reefer,92,14,106,51.76,1.264,65.44,2.7266,32,1.62,1.62,2,0,6,6,130.88,-24.88,27.14,1
DC-04,SKU-010,reefer,0,52,52,48.03,0.785,37.7,1.5707,18,1.379,1.38,2,0,19,18,75.39,-23.39,21.65,1
DC-01,SKU-010,reefer,0,0,0,101.12,0.957,96.79,4.0329,48,0.0,0.0,0,0,13,18,193.58,-193.58,0.0,0
DC-05,SKU-004,reefer,28,1,29,36.74,0.613,22.5,0.9376,11,1.289,1.29,3,0,14,24,45.01,-16.01,19.2,1
DC-04,SKU-009,antiviral,340,24,364,100.9,0.626,63.2,2.6333,31,5.76,5.76,5,1,23,18,126.4,237.6,48.0,1
DC-05,SKU-013,reefer,15,0,15,4.62,1.159,5.36,0.2234,2,2.798,2.8,1,0,5,24,10.72,4.28,48.0,0
DC-05,SKU-007,antiviral,0,12,12,31.49,0.68,21.43,0.8928,10,0.56,0.56,1,0,11,6,42.85,-30.85,2.24,1
DC-04,SKU-003,antiviral,306,15,321,58.97,0.808,47.64,1.9849,23,6.738,6.74,1,0,17,6,95.27,225.73,48.0,0
DC-03,SKU-002,reefer,46,236,282,111.6,1.161,129.56,5.3985,64,2.177,2.18,1,0,0,48,259.13,22.87,40.38,1
DC-04,SKU-005,reefer,156,0,156,61.9,0.837,51.83,2.1594,25,3.01,3.01,3,0,15,24,103.65,52.35,48.0,0
DC-04,SKU-011,cardiac,98,92,190,35.3,1.153,40.69,1.6952,20,4.67,4.67,5,1,3,36,81.37,108.63,48.0,0
DC-05,SKU-003,antiviral,388,14,402,84.26,1.431,120.56,5.0232,60,3.335,3.33,4,0,16,18,241.12,160.88,48.0,0
DC-02,SKU-014,antibiotic,5,0,5,5.54,0.951,5.27,0.2198,2,0.948,0.95,2,0,14,18,10.55,-5.55,13.65,1
DC-05,SKU-007,antiviral,72,14,86,33.0,1.076,35.51,1.4794,17,2.422,2.42,2,0,11,24,71.01,14.99,46.64,1
DC-05,SKU-005,reefer,0,133,133,58.74,1.169,68.65,2.8604,34,1.937,1.94,0,0,7,18,137.3,-4.3,34.61,1
DC-02,SKU-002,reefer,331,0,331,79.76,0.884,70.49,2.9369,35,4.696,4.7,3,0,11,24,140.97,190.03,48.0,0
DC-04,SKU-008,antiviral,34,0,34,11.9,1.101,13.09,0.5456,6,2.596,2.6,0,0,1,24,26.19,7.81,48.0,0
DC-02,SKU-008,antiviral,36,19,55,17.18,1.212,20.81,0.8673,10,2.642,2.64,0,0,19,36,41.63,13.37,48.0,0
DC-05,SKU-010,reefer,91,0,91,29.3,1.098,32.18,1.3408,16,2.828,2.83,3,0,1,12,64.36,26.64,48.0,0
DC-01,SKU-005,reefer,103,9,112,83.0,1.42,117.87,4.9112,58,0.95,0.95,4,0,23,18,235.74,-123.74,11.0,1
DC-01,SKU-012,antiviral,8,1,9,4.7,0.999,4.69,0.1956,2,1.918,1.92,4,0,4,48,9.39,-0.39,35.79,1
DC-04,SKU-008,antiviral,62,0,62,75.56,0.622,47.01,1.9587,23,1.319,1.32,1,0,2,18,94.02,-32.02,19.91,1
DC-02,SKU-001,cardiac,207,207,414,83.15,0.635,52.78,2.199,26,7.845,7.84,2,0,1,18,105.55,308.45,48.0,0
DC-05,SKU-015,cardiac,377,38,415,118.33,0.749,88.64,3.6935,44,4.682,4.68,0,0,19,6,177.29,237.71,48.0,0
DC-05,SKU-003,antiviral,260,99,359,91.1,1.316,119.88,4.9952,59,2.995,2.99,4,0,14,6,239.77,119.23,48.0,0
DC-03,SKU-011,cardiac,150,0,150,61.68,1.406,86.74,3.6142,43,1.729,1.73,1,0,12,6,173.48,-23.48,29.61,1
DC-01,SKU-010,reefer,266,1,267,110.19,1.088,119.88,4.9949,59,2.227,2.23,6,1,2,6,239.76,27.24,41.64,1
DC-05,SKU-015,cardiac,169,0,169,41.98,1.325,55.64,2.3181,27,3.038,3.04,0,0,20,12,111.27,57.73,48.0,0
DC-02,SKU-001,cardiac,51,4,55,22.0,1.027,22.58,0.941,11,2.435,2.44,4,0,16,18,45.17,9.83,46.76,1
DC-01,SKU-004,reefer,179,18,197,91.82,1.226,112.59,4.6913,56,1.75,1.75,4,0,13,18,225.18,-28.18,30.06,1
DC-05,SKU-001,cardiac,276,68,344,115.29,1.292,148.97,6.207,74,2.309,2.31,6,1,17,36,297.94,46.06,43.5,1
DC-04,SKU-003,antiviral,280,20,300,53.68,0.664,35.64,1.4851,17,8.417,8.42,0,0,11,12,71.28,228.72,48.0,1
DC-05,SKU-008,antiviral,92,114,206,53.07,0.74,39.26,1.636,19,5.247,5.25,6,1,7,18,78.53,127.47,48.0,0
DC-05,SKU-007,antiviral,316,0,316,58.59,0.784,45.92,1.9133,22,6.882,6.88,0,0,13,36,91.84,224.16,48.0,0
DC-01,SKU-008,antiviral,302,0,302,109.22,0.725,79.16,3.2984,39,3.815,3.81,0,0,23,24,158.32,143.68,48.0,0
DC-01,SKU-009,antiviral,27,1,28,11.67,1.233,14.39,0.5997,7,1.946,1.95,1,0,1,36,28.78,-0.78,35.02,1
DC-05,SKU-013,reefer,86,49,135,38.35,0.746,28.6,1.1919,14,4.72,4.72,3,0,7,12,57.21,77.79,48.0,0
DC-02,SKU-001,cardiac,308,0,308,87.15,1.181,102.91,4.2877,51,2.993,2.99,6,1,4,24,205.81,102.19,48.0,0
DC-02,SKU-007,antiviral,133,21,154,113.05,0.702,79.31,3.3045,39,1.942,1.94,1,0,8,18,158.62,-4.62,34.8,1
DC-04,SKU-010,reefer,332,0,332,62.03,1.429,88.63,3.6931,44,3.746,3.75,4,0,21,18,177.27,154.73,48.0,0
DC-05,SKU-007,antiviral,672,159,831,117.18,1.082,126.76,5.2815,63,6.556,6.56,1,0,3,36,253.51,577.49,48.0,0
DC-02,SKU-010,reefer,52,82,134,111.49,1.493,166.42,6.9343,83,0.805,0.81,4,0,18,18,332.85,-198.85,7.35,1
DC-03,SKU-012,antiviral,17,11,28,6.73,1.434,9.65,0.4022,4,2.901,2.9,1,0,17,24,19.31,8.69,48.0,0
DC-01,SKU-015,cardiac,198,0,198,38.19,0.607,23.19,0.9664,11,8.537,8.54,5,1,23,12,46.39,151.61,48.0,0
DC-05,SKU-011,cardiac,71,0,71,11.69,1.038,12.13,0.5054,6,5.854,5.85,4,0,2,18,24.26,46.74,48.0,0
DC-02,SKU-009,antiviral,228,0,228,92.91,1.231,114.39,4.7662,57,1.993,1.99,5,1,9,36,228.78,-0.78,35.88,1
DC-05,SKU-008,antiviral,402,54,456,63.98,0.921,58.9,2.4542,29,7.742,7.74,0,0,5,12,117.8,338.2,48.0,0
DC-03,SKU-011,cardiac,0,103,103,103.41,0.848,87.74,3.6556,43,1.174,1.17,3,0,21,12,175.47,-72.47,16.41,1
DC-04,SKU-008,antiviral,46,9,55,10.38,0.651,6.75,0.2814,3,8.143,8.14,6,1,5,6,13.51,41.49,48.0,0
DC-03,SKU-002,reefer,127,55,182,59.56,0.891,53.06,2.211,26,3.43,3.43,1,0,16,36,106.13,75.87,48.0,0
DC-03,SKU-003,antiviral,272,86,358,115.75,0.932,107.88,4.495,53,3.319,3.32,2,0,6,24,215.76,142.24,48.0,0
DC-03,SKU-009,antiviral,9,0,9,6.51,0.711,4.62,0.1927,2,1.946,1.95,0,0,9,12,9.25,-0.25,36.32,1
DC-03,SKU-013,reefer,340,67,407,112.41,1.369,153.87,6.4112,76,2.645,2.65,4,0,5,6,307.74,99.26,48.0,0
DC-04,SKU-007,antiviral,342,0,342,110.03,0.655,72.08,3.0032,36,4.745,4.75,3,0,9,36,144.15,197.85,48.0,0
DC-03,SKU-001,cardiac,6,5,11,5.56,1.081,6.01,0.2502,3,1.832,1.83,3,0,16,24,12.01,-1.01,31.97,1
DC-01,SKU-005,reefer,18,0,18,102.68,1.03,105.8,4.4084,52,0.17,0.17,0,0,23,6,211.6,-193.6,0.0,1
DC-05,SKU-014,antibiotic,162,117,279,76.12,1.125,85.63,3.5678,42,3.258,3.26,5,1,15,12,171.26,107.74,48.0,0
DC-03,SKU-014,antibiotic,181,16,197,57.18,1.244,71.12,2.9633,35,2.77,2.77,5,1,9,18,142.24,54.76,48.0,0
DC-04,SKU-012,antiviral,45,0,45,56.07,1.317,73.82,3.0759,36,0.61,0.61,4,0,4,36,147.64,-102.64,2.93,1
DC-03,SKU-011,cardiac,228,37,265,70.17,1.464,102.75,4.2812,51,2.579,2.58,5,1,20,12,205.5,59.5,48.0,0
DC-05,SKU-006,antibiotic,0,0,0,112.26,1.36,152.71,6.3629,76,0.0,0.0,2,0,23,48,305.42,-305.42,0.0,1
DC-02,SKU-004,reefer,244,60,304,82.91,0.893,74.03,3.0844,37,4.107,4.11,3,0,9,18,148.05,155.95,48.0,0
DC-02,SKU-005,reefer,130,0,130,48.36,1.111,53.73,2.2386,26,2.42,2.42,5,1,7,36,107.45,22.55,46.46,1
DC-04,SKU-002,reefer,325,14,339,96.69,1.451,140.27,5.8448,70,2.417,2.42,6,1,2,24,280.55,58.45,46.02,1
DC-05,SKU-012,antiviral,179,0,179,62.85,1.34,84.24,3.51,42,2.125,2.12,5,1,22,24,168.48,10.52,39.03,1
DC-03,SKU-003,antiviral,75,13,88,31.53,1.328,41.86,1.7441,20,2.102,2.1,1,0,14,24,83.72,4.28,38.99,1
DC-04,SKU-002,reefer,22,57,79,59.5,1.18,70.2,2.9248,35,1.125,1.13,6,1,13,18,140.39,-61.39,15.04,0
DC-05,SKU-010,reefer,317,136,453,60.25,0.649,39.09,1.6286,19,11.59,11.59,4,0,4,36,78.17,374.83,48.0,0
DC-02,SKU-009,antiviral,435,0,435,87.6,0.877,76.84,3.2017,38,5.661,5.66,6,1,14,12,153.68,281.32,48.0,0
DC-05,SKU-014,antibiotic,74,0,74,17.27,1.238,21.37,0.8906,10,3.462,3.46,6,1,2,12,42.75,31.25,48.0,0
DC-04,SKU-009,antiviral,11,0,11,10.08,1.095,11.04,0.4601,5,0.996,1.0,5,1,22,24,22.09,-11.09,13.04,1
DC-03,SKU-002,reefer,91,60,151,58.02,0.906,52.55,2.1897,26,2.873,2.87,4,0,18,36,105.1,45.9,48.0,0
DC-01,SKU-003,antiviral,316,0,316,114.33,0.969,110.81,4.6172,55,2.852,2.85,5,1,6,36,221.63,94.37,48.0,0
DC-04,SKU-004,reefer,54,1,55,10.21,0.835,8.52,0.355,4,6.455,6.45,3,0,0,36,17.04,37.96,48.0,0
DC-01,SKU-002,reefer,185,23,208,56.32,0.87,48.99,2.0413,24,4.246,4.25,2,0,9,6,97.98,110.02,48.0,0
DC-05,SKU-001,cardiac,19,4,23,77.4,1.435,111.09,4.6289,55,0.207,0.21,5,1,13,18,222.19,-199.19,0.0,1
DC-04,SKU-013,reefer,262,205,467,103.05,1.149,118.44,4.935,59,3.943,3.94,4,0,2,18,236.88,230.12,48.0,0
DC-03,SKU-013,reefer,201,57,258,55.07,1.432,78.86,3.2856,39,3.272,3.27,3,0,8,6,157.71,100.29,48.0,0
DC-01,SKU-011,cardiac,32,0,32,19.28,0.782,15.09,0.6286,7,2.121,2.12,0,0,21,6,30.17,1.83,39.77,1
DC-05,SKU-003,antiviral,17,4,21,5.59,0.701,3.92,0.1634,1,5.355,5.36,3,0,6,12,7.84,13.16,48.0,0
DC-04,SKU-014,antibiotic,55,0,55,36.24,0.858,31.1,1.2959,15,1.768,1.77,1,0,22,24,62.2,-7.2,30.87,1
DC-01,SKU-014,antibiotic,212,12,224,57.87,0.721,41.71,1.7378,20,5.371,5.37,3,0,19,6,83.41,140.59,48.0,1
DC-04,SKU-007,antiviral,39,0,39,9.76,0.788,7.7,0.3207,3,5.067,5.07,4,0,21,18,15.39,23.61,48.0,0
DC-03,SKU-014,antibiotic,34,0,34,31.35,0.842,26.39,1.0996,13,1.288,1.29,5,1,6,24,52.78,-18.78,19.1,1
DC-01,SKU-010,reefer,64,0,64,15.84,1.338,21.19,0.8827,10,3.021,3.02,6,1,5,36,42.37,21.63,48.0,0
DC-05,SKU-004,reefer,16,46,62,19.48,1.182,23.02,0.9591,11,2.694,2.69,5,1,3,18,46.04,15.96,48.0,0
DC-05,SKU-011,cardiac,172,0,172,71.07,1.364,96.95,4.0394,48,1.774,1.77,3,0,8,48,193.89,-21.89,30.7,1
DC-01,SKU-001,cardiac,494,82,576,118.06,0.956,112.88,4.7032,56,5.103,5.1,0,0,11,12,225.75,350.25,48.0,0
DC-03,SKU-009,antiviral,103,8,111,74.75,1.434,107.19,4.4662,53,1.036,1.04,0,0,20,24,214.38,-103.38,12.99,1
DC-03,SKU-004,reefer,48,0,48,18.34,1.051,19.28,0.8032,9,2.49,2.49,0,0,10,18,38.55,9.45,48.0,0
DC-02,SKU-012,antiviral,70,172,242,45.24,1.155,52.25,2.1772,26,4.631,4.63,1,0,14,18,104.51,137.49,48.0,0
DC-04,SKU-013,reefer,385,0,385,107.54,1.154,124.15,5.1729,62,3.101,3.1,6,1,20,12,248.3,136.7,48.0,0
DC-03,SKU-014,antibiotic,245,0,245,48.2,1.271,61.29,2.5537,30,3.997,4.0,1,0,22,18,122.58,122.42,48.0,1
DC-03,SKU-006,antibiotic,19,0,19,6.01,1.011,6.08,0.2534,3,3.125,3.12,6,1,20,36,12.16,6.84,48.0,0
DC-04,SKU-012,antiviral,0,0,0,97.43,0.84,81.86,3.4108,40,0.0,0.0,2,0,0,24,163.72,-163.72,0.0,1
DC-04,SKU-008,antiviral,330,0,330,77.67,1.266,98.36,4.0985,49,3.355,3.35,4,0,7,24,196.73,133.27,48.0,0
DC-05,SKU-013,reefer,299,56,355,107.85,0.674,72.74,3.0308,36,4.88,4.88,3,0,9,48,145.48,209.52,48.0,0
DC-05,SKU-014,antibiotic,193,119,312,100.03,0.618,61.87,2.5777,30,5.043,5.04,0,0,21,18,123.73,188.27,48.0,0
DC-01,SKU-005,reefer,84,42,126,26.42,0.804,21.24,0.8851,10,5.931,5.93,6,1,16,12,42.49,83.51,48.0,0
DC-03,SKU-011,cardiac,245,30,275,94.02,0.615,57.78,2.4075,28,4.759,4.76,1,0,22,24,115.56,159.44,48.0,1
DC-03,SKU-003,antiviral,246,31,277,39.17,0.944,36.97,1.5406,18,7.492,7.49,6,1,1,36,73.95,203.05,48.0,0
DC-02,SKU-013,reefer,280,67,347,115.47,1.453,167.74,6.9892,83,2.069,2.07,4,0,19,36,335.48,11.52,37.77,1
DC-02,SKU-009,antiviral,112,0,112,25.58,0.922,23.59,0.9828,11,4.748,4.75,1,0,17,12,47.17,64.83,48.0,0
DC-01,SKU-007,antiviral,324,58,382,92.83,0.915,84.96,3.5399,42,4.496,4.5,6,1,3,6,169.92,212.08,48.0,0
DC-04,SKU-009,antiviral,199,0,199,117.35,0.941,110.43,4.6011,55,1.802,1.8,3,0,14,24,220.86,-21.86,31.3,1
DC-03,SKU-006,antibiotic,232,43,275,110.7,0.812,89.84,3.7434,44,3.061,3.06,0,0,5,24,179.68,95.32,48.0,0
DC-02,SKU-007,antiviral,123,56,179,39.4,0.918,36.16,1.5067,18,4.95,4.95,3,0,8,6,72.32,106.68,48.0,0
DC-05,SKU-010,reefer,219,31,250,49.78,0.806,40.13,1.6722,20,6.229,6.23,4,0,16,12,80.27,169.73,48.0,0
DC-03,SKU-009,antiviral,402,190,592,85.81,1.137,97.6,4.0668,48,6.065,6.07,6,1,7,6,195.21,396.79,48.0,0
DC-03,SKU-004,reefer,223,0,223,45.52,1.147,52.23,2.1761,26,4.27,4.27,6,1,2,12,104.45,118.55,48.0,0
DC-02,SKU-005,reefer,67,0,67,79.51,1.083,86.13,3.5887,43,0.778,0.78,5,1,2,36,172.26,-105.26,6.69,1
DC-04,SKU-004,reefer,109,2,111,23.99,0.642,15.4,0.6418,7,7.206,7.21,0,0,8,24,30.81,80.19,48.0,1
DC-01,SKU-008,antiviral,240,47,287,36.79,0.887,32.65,1.3606,16,8.789,8.79,5,1,11,6,65.31,221.69,48.0,0
DC-03,SKU-002,reefer,373,0,373,108.54,1.112,120.71,5.0295,60,3.09,3.09,3,0,6,6,241.42,131.58,48.0,0
DC-03,SKU-015,cardiac,128,0,128,78.52,0.76,59.71,2.4878,29,2.144,2.14,3,0,1,36,119.41,8.59,39.79,1
DC-05,SKU-002,reefer,102,68,170,52.16,1.486,77.5,3.2293,38,2.193,2.19,2,0,23,24,155.01,14.99,40.88,1
DC-02,SKU-009,antiviral,127,0,127,55.35,1.114,61.68,2.5701,30,2.059,2.06,0,0,11,24,123.37,3.63,37.74,1
DC-03,SKU-013,reefer,8,0,8,9.54,0.641,6.11,0.2545,3,1.31,1.31,2,0,7,18,12.22,-4.22,19.64,1
DC-01,SKU-003,antiviral,472,25,497,113.9,0.807,91.96,3.8315,45,5.405,5.4,3,0,16,24,183.91,313.09,48.0,1
DC-04,SKU-006,antibiotic,11,3,14,5.15,1.168,6.02,0.2508,3,2.325,2.33,1,0,11,36,12.04,1.96,43.85,1
DC-04,SKU-012,antiviral,39,2,41,16.52,0.645,10.65,0.4438,5,3.849,3.85,1,0,22,36,21.3,19.7,48.0,0
DC-03,SKU-013,reefer,645,296,941,114.56,0.654,74.94,3.1225,37,12.557,12.56,0,0,13,24,149.88,791.12,48.0,0
DC-03,SKU-010,reefer,131,43,174,43.45,1.483,64.44,2.685,32,2.7,2.7,1,0,4,24,128.88,45.12,48.0,0
DC-05,SKU-004,reefer,38,4,42,13.41,0.632,8.47,0.3528,4,4.96,4.96,2,0,9,24,16.94,25.06,48.0,0
DC-05,SKU-005,reefer,55,20,75,36.53,1.107,40.43,1.6845,20,1.855,1.86,4,0,4,12,80.85,-5.85,32.65,1
DC-03,SKU-003,antiviral,123,74,197,52.5,1.356,71.17,2.9653,35,2.768,2.77,1,0,8,6,142.33,54.67,48.0,0
DC-01,SKU-004,reefer,88,6,94,17.29,1.009,17.44,0.7268,8,5.389,5.39,4,0,14,24,34.89,59.11,48.0,0
DC-03,SKU-001,cardiac,131,0,131,95.94,0.827,79.3,3.3043,39,1.652,1.65,1,0,0,6,158.61,-27.61,27.84,1
DC-01,SKU-014,antibiotic,287,13,300,63.96,1.244,79.54,3.3144,39,3.771,3.77,2,0,23,24,159.09,140.91,48.0,0
DC-02,SKU-003,antiviral,248,3,251,86.69,0.705,61.14,2.5474,30,4.105,4.11,5,1,22,24,122.28,128.72,48.0,0
DC-05,SKU-010,reefer,235,0,235,102.73,1.212,124.47,5.1863,62,1.888,1.89,5,1,22,18,248.94,-13.94,33.36,1
DC-05,SKU-013,reefer,342,213,555,98.87,0.69,68.24,2.8432,34,8.133,8.13,5,1,18,12,136.47,418.53,48.0,0
DC-03,SKU-009,antiviral,316,59,375,75.37,1.291,97.28,4.0532,48,3.855,3.86,0,0,2,18,194.55,180.45,48.0,0
DC-02,SKU-012,antiviral,294,12,306,62.19,1.3,80.83,3.3678,40,3.786,3.79,1,0,13,36,161.65,144.35,48.0,0
DC-04,SKU-008,antiviral,398,0,398,113.3,0.701,79.46,3.3107,39,5.009,5.01,1,0,21,24,158.91,239.09,48.0,0
DC-05,SKU-005,reefer,62,0,62,11.39,1.042,11.87,0.4944,5,5.225,5.22,1,0,5,12,23.73,38.27,48.0,0
DC-04,SKU-013,reefer,0,1,1,29.56,1.487,43.96,1.8316,21,0.023,0.02,0,0,9,48,87.92,-86.92,0.0,1
DC-04,SKU-015,cardiac,11,3,14,18.5,1.401,25.91,1.0798,12,0.54,0.54,1,0,4,18,51.83,-37.83,1.85,1
DC-02,SKU-005,reefer,319,147,466,116.33,0.645,75.02,3.1258,37,6.212,6.21,4,0,18,12,150.04,315.96,48.0,1
DC-02,SKU-014,antibiotic,115,61,176,58.65,0.91,53.36,2.2234,26,3.298,3.3,0,0,9,12,106.72,69.28,48.0,0
DC-01,SKU-015,cardiac,70,0,70,17.23,1.307,22.52,0.9384,11,3.108,3.11,4,0,19,12,45.04,24.96,48.0,0
DC-03,SKU-015,cardiac,132,87,219,36.55,0.763,27.9,1.1625,13,7.849,7.85,6,1,6,12,55.8,163.2,48.0,0
DC-03,SKU-011,cardiac,219,120,339,93.22,1.017,94.78,3.9491,47,3.577,3.58,6,1,21,18,189.56,149.44,48.0,0
DC-03,SKU-004,reefer,52,8,60,11.11,0.616,6.85,0.2853,3,8.763,8.76,2,0,12,36,13.69,46.31,48.0,0
DC-04,SKU-009,antiviral,200,109,309,73.08,0.728,53.21,2.2172,26,5.807,5.81,0,0,14,6,106.42,202.58,48.0,0
DC-01,SKU-004,reefer,136,49,185,96.08,0.63,60.57,2.5237,30,3.054,3.05,1,0,23,18,121.14,63.86,48.0,0
DC-02,SKU-003,antiviral,63,3,66,19.84,0.832,16.5,0.6874,8,4.0,4.0,6,1,15,18,33.0,33.0,48.0,0
DC-02,SKU-014,antibiotic,226,0,226,57.58,1.025,59.03,2.4594,29,3.829,3.83,6,1,15,12,118.05,107.95,48.0,0
DC-05,SKU-002,reefer,125,108,233,69.29,0.645,44.72,1.8632,22,5.211,5.21,2,0,16,18,89.43,143.57,48.0,0
DC-02,SKU-010,reefer,89,42,131,76.21,0.831,63.33,2.6387,31,2.069,2.07,4,0,22,24,126.66,4.34,37.9,1
DC-04,SKU-011,cardiac,79,41,120,26.48,0.965,25.56,1.065,12,4.695,4.7,2,0,22,12,51.12,68.88,48.0,0
DC-03,SKU-004,reefer,23,0,23,48.47,0.743,36.0,1.5001,18,0.639,0.64,6,1,17,12,72.01,-49.01,3.33,1
DC-01,SKU-009,antiviral,462,223,685,115.77,1.269,146.95,6.1229,73,4.661,4.66,0,0,8,24,293.9,391.1,48.0,0
DC-04,SKU-002,reefer,109,66,175,53.46,1.064,56.89,2.3703,28,3.076,3.08,5,1,0,48,113.77,61.23,48.0,0
DC-04,SKU-014,antibiotic,141,0,141,56.06,1.197,67.09,2.7954,33,2.102,2.1,1,0,15,6,134.18,6.82,38.64,1
DC-04,SKU-005,reefer,1,8,9,15.72,1.207,18.97,0.7905,9,0.474,0.47,4,0,3,6,37.95,-28.95,0.0,1
